sex,age,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other
0,16,0,1,3,3,2,2,0,0,1,1,1,1,0,4,4,5,4,4,10.0,11.0,9.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,0,1,4,3,2,2,0,0,0,1,1,1,0,4,4,4,4,4,10.0,9.0,9.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,16,1,1,2,2,2,2,0,0,0,1,1,1,0,3,4,4,5,2,13.0,13.0,11.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,17,1,1,3,3,1,2,0,0,0,0,1,1,0,4,3,4,4,4,6.0,5.0,6.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,16,1,1,4,2,1,1,0,0,1,0,1,1,1,4,3,3,3,10,10.0,8.0,9.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,17,1,1,4,3,1,2,0,0,1,0,1,1,1,5,2,3,2,4,10.0,10.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,1,1,4,3,1,2,0,0,1,1,1,1,0,3,4,3,3,10,9.0,8.0,8.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,16,1,1,3,3,1,2,0,0,0,1,1,1,1,4,2,3,3,2,12.0,13.0,12.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,1,1,2,4,1,2,0,0,1,0,1,0,0,5,4,2,5,0,16.0,17.0,17.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,17,0,1,3,3,1,2,0,0,1,0,1,1,1,5,3,3,1,56,9.0,9.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,3,2,1,2,0,0,1,1,1,1,0,1,2,2,1,14,12.0,13.0,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,3,3,1,2,0,0,1,0,1,1,1,4,3,4,4,12,12.0,12.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,1,1,1,2,1,1,0,0,1,1,1,1,1,3,3,3,3,2,11.0,12.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,0,1,2,1,1,2,0,0,0,1,1,1,1,4,2,3,5,0,15.0,15.0,15.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,0,3,3,1,2,0,0,1,0,1,1,1,3,3,3,3,6,8.0,7.0,9.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,17,1,1,1,2,1,2,0,0,0,0,1,0,0,3,1,3,3,4,8.0,9.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,16,1,1,2,3,1,2,0,0,0,0,1,1,0,4,3,3,2,10,11.0,12.0,13.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,17,1,1,1,1,1,2,0,0,0,0,1,1,0,5,3,3,3,0,8.0,8.0,9.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,17,1,1,1,2,2,2,0,0,0,1,1,1,0,4,4,4,5,12,7.0,8.0,8.0,True,False,False,False,False,False,False,False,True,False,False,False,True
1,16,1,1,3,3,1,1,0,0,1,0,1,1,0,4,3,2,5,8,8.0,9.0,10.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,1,1,2,3,2,1,0,0,0,0,1,1,0,5,3,3,3,0,13.0,14.0,14.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,17,0,1,2,4,1,2,0,0,0,0,1,1,1,4,3,2,5,0,14.0,15.0,15.0,False,False,False,True,False,False,False,False,True,False,True,False,False
1,17,1,1,4,4,1,1,0,0,0,0,1,1,0,5,2,3,5,4,17.0,15.0,16.0,False,False,False,True,False,False,False,False,False,True,False,True,False
1,16,0,1,3,3,3,1,0,0,1,1,1,1,0,3,3,4,3,8,9.0,9.0,10.0,False,False,False,False,True,False,False,True,False,False,True,False,False
0,17,1,1,4,4,2,1,1,0,1,0,1,1,0,4,2,4,2,24,18.0,18.0,18.0,False,False,False,True,False,False,False,False,False,True,False,True,False
0,16,0,1,4,4,1,2,0,0,1,1,1,1,0,4,5,2,3,0,9.0,9.0,10.0,False,False,False,False,True,False,False,False,False,True,False,True,False
0,16,1,1,4,3,1,2,0,0,1,0,1,1,0,4,3,5,2,2,16.0,16.0,16.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,16,1,1,2,3,1,2,0,1,1,1,1,0,0,4,4,3,4,6,8.0,10.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,1,1,1,2,0,0,1,1,1,0,0,4,4,4,1,4,9.0,9.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,2,2,1,1,0,0,1,0,1,1,0,5,3,2,3,18,7.0,6.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,2,2,2,4,0,0,1,1,1,1,0,5,3,5,5,6,10.0,10.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,17,1,1,3,4,1,3,1,0,1,1,1,1,1,4,4,3,5,28,10.0,9.0,9.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,16,1,0,3,1,1,2,3,0,1,1,1,1,0,2,3,3,4,5,7.0,7.0,7.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,16,1,1,4,3,1,2,0,0,0,1,1,1,1,1,3,2,1,10,11.0,12.0,13.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,16,1,1,1,1,2,1,0,0,1,1,1,0,0,4,3,2,5,6,9.0,9.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,17,1,1,4,3,2,3,0,0,1,1,1,1,1,4,4,2,4,6,7.0,7.0,7.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,19,1,1,3,3,1,4,0,0,1,1,1,1,0,4,3,3,3,10,8.0,8.0,8.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,17,0,1,4,4,1,2,0,0,1,1,1,1,1,5,3,5,3,13,12.0,12.0,13.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,16,1,0,2,2,1,2,0,1,1,1,1,1,0,3,3,4,4,0,12.0,13.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,18,1,1,2,2,1,2,1,0,1,1,1,1,0,4,4,4,5,15,6.0,7.0,8.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,0,1,4,4,1,1,0,0,1,1,1,0,0,5,2,1,3,12,8.0,10.0,10.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,0,1,3,2,2,2,0,0,0,1,1,1,0,4,4,4,1,2,14.0,15.0,15.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,4,3,1,2,2,0,0,1,1,1,1,3,4,5,1,22,6.0,6.0,4.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,18,0,1,3,3,1,2,1,0,1,1,1,1,0,3,2,4,4,13,6.0,6.0,8.0,False,False,False,True,False,False,True,False,False,False,True,False,False
0,17,1,1,2,3,2,1,0,0,1,1,1,0,0,3,3,3,3,3,7.0,7.0,8.0,True,False,False,False,False,False,False,True,False,False,True,False,False
0,17,1,1,2,2,1,3,0,0,1,1,1,1,0,4,3,3,4,4,9.0,10.0,10.0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,1,2,1,2,2,0,0,1,0,1,1,0,4,2,5,5,2,6.0,6.0,6.0,True,False,False,False,False,False,False,False,True,False,False,True,False
0,17,1,1,1,1,1,3,1,0,1,0,1,0,1,4,3,4,5,0,6.0,5.0,5.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,16,1,1,2,3,1,2,0,1,0,0,1,1,0,2,3,1,3,2,16.0,16.0,17.0,False,False,False,True,False,False,False,False,False,True,False,True,False
1,18,1,1,2,2,2,2,0,0,1,1,1,1,0,3,3,3,4,0,12.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,16,1,1,4,4,1,3,0,0,1,0,1,1,0,5,3,2,5,0,13.0,13.0,14.0,False,False,False,False,True,False,False,False,True,False,False,True,False
0,18,1,1,3,1,1,2,1,0,0,0,1,1,1,5,3,3,4,16,9.0,8.0,7.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,3,2,1,2,0,0,0,0,1,1,0,5,3,4,3,10,16.0,15.0,15.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,0,1,2,3,1,2,0,0,1,1,1,1,0,5,3,3,3,2,12.0,11.0,12.0,False,False,False,True,False,False,False,False,True,False,True,False,False
1,18,0,1,2,1,4,2,0,1,1,1,1,1,1,4,3,2,3,14,10.0,8.0,9.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,17,1,0,2,1,2,3,0,0,0,0,1,1,1,3,2,3,3,10,12.0,10.0,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,0,1,4,3,1,2,0,0,0,0,1,1,1,3,2,3,3,14,13.0,13.0,14.0,False,True,False,False,False,False,False,True,False,False,True,False,False
1,17,1,1,2,2,2,2,0,0,1,1,1,1,0,4,5,2,1,4,11.0,11.0,11.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,17,1,1,4,4,1,2,0,1,1,0,1,1,1,4,5,5,2,14,11.0,9.0,9.0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,16,1,1,4,4,1,2,0,0,1,1,1,1,0,4,2,4,1,2,14.0,13.0,13.0,False,True,False,False,False,False,False,True,False,False,True,False,False
1,16,0,1,1,1,2,2,0,0,1,1,1,1,0,3,4,2,5,18,9.0,7.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,16,1,1,3,2,2,3,0,0,0,0,1,1,1,5,3,3,2,10,11.0,9.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
1,17,0,1,2,2,1,2,0,0,0,1,1,1,1,4,4,2,4,4,14.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,16,1,1,2,1,1,1,0,0,0,0,1,1,1,4,5,2,5,20,13.0,12.0,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,2,1,3,2,0,0,0,0,1,0,0,2,1,1,3,2,13.0,11.0,11.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,18,1,1,2,2,1,2,1,0,0,0,0,1,0,5,5,4,2,0,7.0,7.0,7.0,False,False,True,False,False,False,False,False,True,False,True,False,False
1,17,0,1,4,3,2,2,0,0,0,0,1,1,1,2,5,5,5,14,12.0,12.0,12.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,17,0,0,4,4,2,2,0,0,1,1,1,1,0,3,3,3,4,2,10.0,11.0,12.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,16,0,1,4,3,1,1,0,0,0,0,1,1,0,5,4,5,3,0,6.0,6.0,6.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,16,1,1,4,4,1,1,0,0,0,0,1,1,0,5,3,2,5,0,13.0,12.0,12.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,18,1,1,2,1,2,3,0,0,1,1,1,1,1,4,4,4,3,0,7.0,7.0,7.0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,16,1,1,2,1,3,1,0,0,0,0,1,1,0,4,3,3,4,6,18.0,18.0,18.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,2,3,2,1,0,0,0,0,1,1,0,5,2,2,2,4,12.0,12.0,13.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,22,1,1,3,1,1,1,3,0,0,0,0,1,1,5,4,5,1,16,6.0,8.0,8.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,18,0,1,3,3,1,2,1,0,1,0,1,1,1,4,3,3,5,8,3.0,5.0,5.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,16,1,1,0,2,1,1,0,0,0,1,1,1,0,4,3,2,5,0,13.0,15.0,15.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,18,1,1,3,2,2,1,1,0,0,0,0,1,0,4,4,5,5,0,6.0,8.0,8.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,16,1,1,3,3,3,2,0,1,1,0,1,1,0,5,3,3,2,6,7.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,18,1,1,2,1,1,1,1,0,0,0,0,1,0,3,2,5,5,4,6.0,9.0,8.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,16,1,1,2,1,2,1,0,0,0,0,1,0,0,3,3,2,3,0,8.0,9.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,2,1,1,1,0,0,0,0,1,1,0,4,4,2,5,0,8.0,12.0,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,0,1,1,1,2,1,1,0,1,0,1,1,0,4,4,4,5,2,7.0,9.0,8.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,17,0,1,4,2,1,4,0,0,1,1,1,1,0,4,2,3,4,6,14.0,12.0,13.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,19,0,0,4,3,1,2,0,0,1,0,1,1,0,4,3,1,1,12,11.0,11.0,11.0,False,False,False,True,False,True,False,False,False,False,False,True,False
1,18,1,1,2,1,1,2,0,0,0,0,1,1,0,5,2,4,4,8,15.0,14.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,0,1,2,2,1,4,0,0,0,1,1,1,1,3,4,1,2,0,10.0,9.0,9.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,18,1,1,4,3,1,2,0,0,1,1,1,1,1,3,1,2,2,21,17.0,18.0,18.0,False,False,False,True,False,False,False,True,False,False,True,False,False
1,18,1,1,4,3,1,2,0,0,1,1,1,1,0,4,3,2,3,2,8.0,8.0,8.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,18,1,1,3,2,1,3,0,0,0,0,1,0,0,5,3,2,3,1,13.0,12.0,12.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,3,3,1,3,0,0,0,0,1,0,0,3,2,3,4,4,10.0,9.0,9.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,18,1,1,2,2,1,3,0,0,1,1,1,1,1,4,3,3,3,0,9.0,10.0,9.0,True,False,False,False,False,False,False,False,True,False,False,True,False
1,18,0,0,3,4,2,2,0,0,1,1,1,1,0,4,2,5,1,13,17.0,17.0,17.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,3,1,1,2,0,0,0,1,1,1,1,5,4,4,5,2,9.0,9.0,10.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,18,1,1,4,4,2,2,0,0,0,1,1,1,0,4,3,4,4,8,12.0,10.0,11.0,False,False,False,False,True,False,False,True,False,False,False,True,False
1,18,1,1,4,2,1,2,0,0,1,1,1,1,1,5,4,5,5,10,10.0,9.0,10.0,False,True,False,False,False,False,False,True,False,False,True,False,False
0,18,1,1,2,1,2,2,0,0,1,0,0,1,1,4,3,5,3,0,6.0,6.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,19,1,1,3,3,1,2,2,0,1,1,1,1,0,4,3,5,5,15,9.0,9.0,9.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,18,1,1,2,3,1,4,0,0,1,1,1,1,1,4,5,5,2,4,15.0,14.0,14.0,False,False,True,False,False,False,False,False,True,False,True,False,False
0,18,0,1,1,1,2,2,0,0,1,1,1,0,0,4,4,3,3,2,11.0,11.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,1,2,1,2,0,0,1,1,1,0,1,3,5,2,1,2,15.0,14.0,14.0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,1,2,4,2,2,0,0,1,1,1,1,1,4,3,3,1,2,10.0,10.0,10.0,True,False,False,False,False,False,True,False,False,False,False,True,False
0,17,0,1,2,2,2,2,0,1,1,1,1,1,1,4,4,4,5,6,12.0,12.0,12.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,18,1,0,3,2,2,2,0,0,0,0,0,1,1,4,1,1,5,75,10.0,9.0,9.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,18,1,1,4,4,2,1,0,0,0,1,1,1,0,3,2,4,3,22,9.0,9.0,9.0,False,False,False,False,True,False,False,False,True,False,False,True,False
0,18,1,1,4,4,1,2,1,1,1,0,1,1,1,2,4,4,4,15,9.0,8.0,8.0,False,True,False,False,False,False,True,False,False,False,True,False,False
1,18,0,1,4,3,2,1,0,0,0,1,1,1,0,4,2,3,1,8,10.0,11.0,10.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,17,0,0,4,1,2,1,0,0,0,1,1,1,1,4,5,4,5,30,8.0,8.0,8.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,17,0,0,3,2,1,1,1,0,0,0,1,1,0,4,4,4,3,19,11.0,9.0,10.0,False,False,False,False,True,False,False,False,True,False,False,True,False
0,18,0,1,1,1,2,4,0,0,1,1,1,0,0,5,2,2,3,1,12.0,12.0,12.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,18,1,1,1,1,2,2,0,1,0,0,1,1,0,5,4,4,4,4,8.0,9.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,2,2,1,2,0,0,1,0,1,1,0,5,4,5,5,4,10.0,9.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,1,1,1,2,0,0,0,1,1,1,0,4,3,3,4,2,12.0,10.0,11.0,False,False,True,False,False,False,False,True,False,False,True,False,False
0,18,1,1,2,2,1,3,0,0,1,1,1,1,0,4,3,3,2,5,18.0,18.0,19.0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,17,1,1,1,1,1,3,0,0,1,1,1,1,0,4,3,3,3,6,13.0,12.0,12.0,False,False,False,True,False,False,False,False,False,True,False,True,False
1,18,1,1,2,1,1,3,0,0,0,1,1,1,0,4,2,4,2,6,15.0,14.0,14.0,False,False,False,True,False,False,False,False,True,False,False,True,False
1,18,0,0,4,4,1,2,0,0,1,1,1,1,0,5,4,3,2,9,15.0,13.0,15.0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,18,1,1,4,2,1,2,0,0,1,1,1,1,1,4,3,2,5,11,12.0,11.0,11.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,17,1,1,4,3,1,3,0,0,1,1,1,1,0,4,2,2,3,0,15.0,15.0,15.0,False,True,False,False,False,False,False,False,True,False,False,True,False
0,18,0,1,2,1,1,2,1,0,0,0,1,1,1,5,4,3,5,12,12.0,12.0,13.0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,17,0,1,3,1,2,4,0,0,1,1,1,0,0,3,1,2,3,6,18.0,18.0,18.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,18,0,1,3,2,2,3,0,0,1,1,1,1,0,5,4,2,4,8,14.0,13.0,14.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,17,1,1,3,3,1,1,0,0,1,1,1,1,0,4,4,3,5,4,14.0,12.0,11.0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,19,1,1,4,4,2,2,0,0,1,1,1,1,0,2,3,4,2,0,10.0,9.0,9.0,False,True,False,False,False,False,False,True,False,False,False,False,True
0,18,0,1,4,3,2,2,0,0,1,1,1,1,1,4,4,5,2,10,10.0,8.0,8.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,18,1,1,4,3,1,4,0,0,1,1,1,1,0,4,3,3,3,0,14.0,13.0,14.0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,18,0,1,4,4,1,1,0,0,1,1,1,1,1,1,4,2,1,5,16.0,15.0,16.0,False,False,False,False,True,False,False,False,False,True,False,True,False
0,18,0,0,4,4,1,2,0,0,1,0,1,1,1,4,2,4,4,14,12.0,10.0,11.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,17,0,1,4,4,2,1,0,0,0,1,1,1,0,4,1,1,5,0,11.0,11.0,10.0,False,False,True,False,False,False,False,False,False,True,True,False,False
0,17,1,1,4,2,2,3,0,0,1,1,1,1,0,4,3,3,3,0,15.0,12.0,14.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,3,2,1,4,0,0,1,1,1,1,0,5,2,2,5,0,17.0,17.0,18.0,False,True,False,False,False,False,True,False,False,False,True,False,False
1,19,1,1,3,3,1,2,1,0,1,0,1,1,1,4,4,4,3,20,15.0,14.0,13.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,18,1,1,2,4,1,2,1,0,1,1,1,1,0,4,4,3,3,8,14.0,12.0,12.0,False,False,False,True,False,True,False,False,False,False,False,False,True
1,20,1,0,3,2,1,1,0,0,0,0,1,0,0,5,5,3,5,0,17.0,18.0,18.0,False,False,False,True,False,False,False,True,False,False,False,False,True
1,19,1,1,4,4,2,1,1,0,1,1,1,1,1,4,3,4,4,38,8.0,9.0,8.0,False,False,False,False,True,False,False,False,True,False,False,False,True
1,19,1,1,3,3,1,2,1,0,0,0,1,0,1,4,5,3,5,0,15.0,12.0,12.0,False,False,True,False,False,False,False,False,True,False,True,False,False
0,19,0,1,1,1,1,2,1,1,1,0,1,1,0,4,4,3,3,18,12.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False,False,True
0,19,0,1,1,2,1,2,1,0,0,0,1,0,1,4,2,4,3,0,9.0,9.0,9.0,False,False,False,True,False,False,False,False,True,False,False,False,True
0,19,1,1,2,1,3,2,0,0,1,0,0,1,1,3,4,1,2,20,14.0,12.0,13.0,True,False,False,False,False,False,False,True,False,False,False,False,True
1,19,1,1,1,2,1,2,1,0,0,0,1,1,0,4,5,2,4,3,13.0,11.0,11.0,False,False,True,False,False,False,False,False,True,False,False,False,True
0,19,0,1,3,2,2,2,1,0,1,1,1,1,1,4,2,2,1,22,13.0,10.0,11.0,False,False,False,True,False,False,False,True,False,False,False,False,True
0,19,1,1,1,1,1,3,2,0,0,0,1,1,1,4,1,2,3,14,15.0,13.0,13.0,True,False,False,False,False,False,True,False,False,False,False,False,True
0,19,1,1,2,3,1,3,1,0,0,0,1,1,1,4,1,2,3,40,13.0,11.0,11.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,18,1,1,2,1,2,2,0,0,1,1,1,1,0,5,3,3,1,0,8.0,8.0,8.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,18,1,1,4,3,1,3,0,0,1,1,1,1,1,4,3,4,5,9,9.0,10.0,9.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,3,4,1,3,0,0,1,1,1,1,0,4,3,4,5,0,11.0,11.0,10.0,True,False,False,False,False,False,False,False,True,False,True,False,False
0,18,1,1,4,4,1,2,0,0,1,1,1,1,0,4,4,4,5,2,11.0,11.0,11.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,17,1,0,4,3,1,2,0,0,1,1,1,1,1,5,2,2,5,23,13.0,13.0,13.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,17,1,1,2,2,1,2,0,0,1,0,1,0,1,4,2,2,3,12,11.0,9.0,9.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,0,1,2,2,1,3,0,0,1,1,1,1,0,3,3,2,3,3,11.0,11.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,17,1,1,3,1,1,3,0,0,1,0,1,1,0,3,4,3,5,1,12.0,14.0,15.0,False,False,False,True,False,False,False,False,True,False,True,False,False
0,17,0,1,0,2,2,3,0,0,0,0,1,1,0,3,3,3,2,0,16.0,15.0,15.0,True,False,False,False,False,True,False,False,False,False,True,False,False
1,18,1,1,4,4,1,3,0,0,0,0,1,1,0,4,3,3,3,3,9.0,12.0,11.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,17,1,1,3,3,1,1,0,0,0,0,1,1,0,4,3,5,5,3,14.0,15.0,16.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,17,1,1,2,2,4,1,0,0,1,0,1,1,0,4,4,5,4,8,11.0,10.0,10.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,1,1,4,4,1,3,0,0,1,1,1,1,0,5,4,4,4,7,10.0,9.0,9.0,False,False,False,False,True,False,False,False,True,False,False,True,False
0,17,1,1,4,4,2,3,0,0,1,1,1,1,1,4,3,3,4,4,14.0,14.0,14.0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,18,0,1,2,2,1,4,0,0,1,0,1,1,0,4,5,5,5,2,9.0,8.0,8.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,17,1,1,2,4,1,3,0,0,1,0,1,1,1,4,4,3,5,7,12.0,14.0,14.0,True,False,False,False,False,False,False,True,False,False,True,False,False
0,18,1,1,3,3,1,2,0,0,0,0,1,1,0,5,3,4,4,0,7.0,7.0,7.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,18,0,1,2,2,1,2,0,0,0,0,1,1,1,4,3,3,2,0,8.0,8.0,8.0,False,False,True,False,False,False,False,True,False,False,False,False,True
0,18,1,1,2,2,2,4,0,0,0,0,1,0,0,4,4,4,4,0,10.0,9.0,9.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,17,1,1,3,4,1,3,0,0,0,0,1,1,0,4,4,5,5,16,16.0,15.0,15.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,19,1,0,3,1,1,3,1,0,0,1,1,0,0,5,4,3,5,12,14.0,13.0,13.0,False,False,False,True,False,True,False,False,False,False,False,False,True
0,17,1,1,3,2,1,2,0,0,1,1,1,1,1,4,3,2,2,0,7.0,8.0,7.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,18,0,1,3,3,1,4,0,0,1,0,1,1,0,5,3,3,1,7,16.0,15.0,17.0,False,False,False,True,False,False,False,False,True,False,False,True,False
0,17,1,0,3,2,1,2,0,0,1,1,1,1,0,4,3,3,2,4,9.0,10.0,10.0,False,False,True,False,False,False,False,True,False,False,False,True,False
0,19,1,1,2,1,1,3,1,0,0,1,1,1,1,4,3,4,3,4,11.0,12.0,11.0,False,False,False,True,False,False,False,False,True,False,False,False,True
1,18,1,1,4,4,1,2,1,0,1,0,1,1,0,4,3,3,2,0,10.0,10.0,10.0,False,False,False,False,True,False,False,False,True,False,True,False,False
1,18,0,1,3,4,1,2,0,0,0,0,1,1,1,4,3,3,5,11,16.0,15.0,15.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,17,1,0,2,2,1,2,1,0,1,0,1,1,1,3,3,1,4,0,9.0,8.0,8.0,True,False,False,False,False,True,False,False,False,False,True,False,False
0,18,1,1,2,3,1,3,0,0,1,0,1,1,0,4,3,3,3,4,11.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False,True,False
0,18,1,1,3,2,1,3,0,0,0,0,1,1,1,5,4,3,1,7,13.0,13.0,14.0,False,False,True,False,False,False,False,False,True,False,False,True,False
1,18,1,1,4,3,1,3,0,0,0,0,1,1,1,5,3,2,4,9,16.0,15.0,16.0,False,False,False,False,True,False,False,False,True,False,False,True,False
1,18,1,1,4,3,1,3,0,0,1,1,1,1,1,5,4,5,5,0,10.0,10.0,9.0,False,False,False,False,True,False,False,True,False,False,False,True,False
0,17,1,1,4,3,1,3,0,0,1,1,1,1,1,4,4,3,4,0,13.0,15.0,15.0,False,True,False,False,False,False,False,True,False,False,False,True,False
1,18,1,1,3,2,2,1,1,0,1,0,1,1,0,2,5,5,5,10,11.0,13.0,13.0,False,False,True,False,False,False,False,True,False,False,False,True,False
1,19,1,1,1,1,3,2,3,0,0,0,1,1,0,5,4,4,2,8,8.0,7.0,8.0,False,False,True,False,False,False,False,False,True,False,False,False,True
